Date,SeqNum,r1,r2,r3,r4,r5,r6,b,Revenue,1st,2nd
2016-3-31,2016036,3,4,7,9,20,22,3,"348,368,584",2,116
2016-4-3,2016037,6,15,26,31,32,33,16,"350,165,940",3,97
2016-4-5,2016038,3,12,13,22,28,29,3,"325,081,790",4,182
2016-4-7,2016039,1,3,7,18,19,27,16,"335,090,614",5,189
2016-4-10,2016040,3,13,19,20,23,26,3,"365,246,422",12,167
2016-4-12,2016041,12,17,18,21,22,24,4,"330,501,352",3,98
2016-4-14,2016042,7,14,17,23,26,31,9,"334,864,386",11,129
2016-4-17,2016043,5,14,20,26,30,33,12,"364,494,720",6,88
2016-4-19,2016044,1,3,10,12,18,30,1,"335,979,238",6,147
2016-4-21,2016045,4,9,12,17,30,32,3,"336,323,174",1,86
2016-4-24,2016046,7,20,25,26,27,30,14,"364,459,490",0,90
2016-4-26,2016047,2,5,8,15,17,22,16,"324,937,604",5,172
2016-4-28,2016048,3,8,13,14,15,30,4,"329,538,828",6,115
2016-5-1,2016049,6,8,13,14,22,27,10,"330,279,014",15,172
2016-5-3,2016050,9,12,24,28,29,30,2,"308,889,140",4,116
2016-5-5,2016051,1,2,4,9,15,33,12,"324,257,380",2,58
2016-5-8,2016052,1,6,13,19,24,28,16,"353,216,208",12,218
2016-5-10,2016053,2,8,10,12,29,31,1,"320,149,454",5,165
2016-5-12,2016054,6,11,16,19,28,32,4,"324,349,586",8,204
2016-5-15,2016055,5,6,10,16,22,26,11,"350,383,284",11,232
2016-5-17,2016056,3,4,8,11,16,18,14,"326,490,562",6,180
2016-5-19,2016057,7,12,19,22,23,26,11,"325,499,780",11,256
2016-5-22,2016058,3,5,18,20,24,32,11,"357,296,334",2,130
2016-5-24,2016059,4,11,12,20,25,28,15,"322,601,954",9,153
2016-5-26,2016060,4,5,22,26,29,32,8,"320,540,202",15,47
2016-5-29,2016061,5,6,8,18,20,32,8,"340,147,518",21,127
2016-5-31,2016062,12,13,15,18,19,21,9,"305,198,008",2,116
2016-6-2,2016063,16,17,18,23,28,32,7,"304,409,952",0,83
2016-6-5,2016064,3,12,14,17,19,26,3,"332,534,594",11,116
2016-6-7,2016065,13,16,22,25,26,27,14,"298,326,848",2,87
2016-6-9,2016066,3,7,13,18,19,20,5,"275,334,312",10,207
2016-6-12,2016067,9,13,18,20,27,31,4,"327,487,486",5,117
2016-6-14,2016068,8,19,23,28,31,32,1,"295,768,168",2,58
2016-6-16,2016069,8,10,11,20,21,27,11,"300,232,584",6,168
2016-6-19,2016070,3,6,11,18,23,29,1,"326,894,102",7,264
2016-6-21,2016071,19,21,26,28,29,32,1,"293,734,448",4,83
2016-6-23,2016072,5,16,19,22,24,25,2,"290,670,126",2,79
2016-6-26,2016073,9,11,12,15,16,20,13,"327,032,018",5,80
2016-6-28,2016074,6,10,11,12,20,25,12,"297,584,738",62,154
2016-6-30,2016075,1,3,6,16,29,32,7,"295,574,016",0,65
2016-7-3,2016076,7,8,13,22,30,32,1,"331,977,974",6,112
2016-7-5,2016077,1,9,17,19,20,29,10,"294,629,008",3,93
2016-7-7,2016078,2,4,8,23,26,29,2,"296,681,554",6,65
2016-7-10,2016079,1,3,10,12,24,28,2,"322,821,956",2,101
2016-7-12,2016080,1,16,17,24,25,32,14,"288,372,472",4,88
2016-7-14,2016081,2,6,15,25,30,32,7,"288,505,018",3,73
2016-7-17,2016082,6,12,14,15,17,20,9,"323,658,370",10,89
2016-7-19,2016083,9,16,17,24,30,31,4,"291,921,542",7,99
2016-7-21,2016084,2,4,12,18,24,26,5,"288,778,286",5,101
2016-7-24,2016085,1,12,19,20,21,25,16,"319,888,112",7,245
2016-7-26,2016086,9,10,11,12,15,32,5,"286,788,850",6,62
2016-7-28,2016087,2,3,10,11,14,21,12,"288,396,896",3,84
2016-7-31,2016088,3,14,16,18,25,33,15,"320,354,148",5,79
2016-8-2,2016089,1,3,14,30,31,32,8,"288,232,376",10,48
2016-8-4,2016090,2,13,17,20,21,26,7,"294,008,068",23,164
2016-8-7,2016091,4,8,14,22,23,28,7,"329,710,234",17,226
2016-8-9,2016092,2,13,15,23,24,29,6,"299,992,386",19,97
2016-8-11,2016093,6,9,15,17,25,27,9,"298,416,216",18,131
2016-8-14,2016094,6,7,10,12,18,31,10,"324,311,584",4,83
2016-8-16,2016095,1,5,9,12,18,32,12,"297,413,702",7,73
2016-8-18,2016096,6,13,14,21,22,24,16,"296,887,214",5,110
2016-8-21,2016097,6,13,25,26,28,31,1,"327,274,678",9,101
2016-8-23,2016098,2,8,25,29,31,32,6,"296,350,008",3,63
2016-8-25,2016099,1,11,21,23,27,33,6,"300,016,648",4,111
2016-8-28,2016100,3,10,22,23,27,29,4,"335,027,586",4,87
2016-8-30,2016101,1,3,19,24,32,33,1,"303,829,992",3,45
2016-9-1,2016102,5,8,10,14,17,30,13,"304,528,374",7,339
2016-9-4,2016103,1,5,13,19,24,27,11,"334,526,552",13,116
2016-9-6,2016104,5,9,11,18,30,31,4,"304,391,928",2,72
2016-9-8,2016105,8,10,19,27,28,31,16,"304,435,234",13,153
2016-9-11,2016106,4,5,13,22,25,30,4,"329,967,722",6,119
2016-9-13,2016107,6,11,18,26,27,32,1,"295,842,288",13,230
2016-9-15,2016108,2,3,7,8,19,26,16,"278,530,656",6,174
2016-9-18,2016109,9,11,15,16,27,33,5,"339,043,452",8,93
2016-9-20,2016110,5,7,28,31,32,33,8,"306,664,040",5,55
2016-9-22,2016111,2,4,7,14,15,32,4,"310,894,592",3,68
2016-9-25,2016112,6,12,14,15,18,25,12,"339,124,224",8,105
2016-9-27,2016113,1,11,16,17,20,26,14,"301,675,518",6,95
2016-9-29,2016114,5,16,20,22,27,29,9,"300,350,554",21,103
2016-10-2,2016115,6,8,20,22,26,27,9,"307,770,194",13,62
2016-10-4,2016116,7,18,20,23,27,31,13,"268,669,114",6,52
2016-10-6,2016117,3,10,14,17,28,33,2,"281,128,494",12,167
2016-10-9,2016118,9,14,22,23,31,33,14,"338,792,784",4,97
2016-10-11,2016119,9,19,21,30,31,32,4,"302,415,052",4,353
2016-10-13,2016120,2,5,6,21,25,28,9,"309,329,228",6,139
2016-10-16,2016121,2,3,10,23,25,28,9,"340,006,950",5,106
2016-10-18,2016122,15,22,23,24,28,29,8,"305,059,324",6,96
2016-10-20,2016123,7,9,12,14,20,27,16,"305,299,416",3,191
2016-10-23,2016124,9,15,21,24,27,32,10,"370,331,346",5,120
2016-10-25,2016125,1,6,8,20,27,30,3,"346,147,358",10,94
2016-10-27,2016126,2,6,12,17,18,19,10,"347,402,822",4,182
2016-10-30,2016127,7,12,17,26,29,31,16,"377,635,784",3,127
2016-11-1,2016128,4,9,11,17,26,27,13,"346,505,806",17,216
2016-11-3,2016129,5,6,8,21,31,33,14,"356,293,078",2,107
2016-11-6,2016130,3,17,21,23,27,28,1,"389,013,348",8,88
2016-11-8,2016131,4,10,18,19,25,27,2,"341,425,796",4,112
2016-11-10,2016132,5,8,13,19,27,28,7,"349,399,364",37,358
2016-11-13,2016133,15,16,21,22,27,33,15,"397,601,552",26,242
2016-11-15,2016134,11,12,13,14,18,33,13,"356,409,344",8,107
2016-11-17,2016135,2,8,10,18,20,33,12,"353,219,786",24,172
2016-11-20,2016136,2,7,10,20,27,29,3,"396,457,052",8,117
2016-11-22,2016137,1,6,9,10,15,32,14,"339,962,622",4,90
2016-11-24,2016138,7,16,20,24,25,30,7,"350,229,764",12,160
2016-11-27,2016139,1,6,19,26,28,30,3,"395,456,724",5,94
2016-11-29,2016140,1,2,5,17,26,32,10,"360,447,386",16,84
2016-12-1,2016141,4,13,15,17,21,24,15,"371,798,444",7,106
2016-12-4,2016142,1,10,17,21,23,30,12,"407,120,242",11,85
2016-12-6,2016143,6,9,23,24,25,33,13,"378,923,738",5,143
2016-12-8,2016144,4,10,12,27,32,33,5,"372,346,108",14,86
2016-12-11,2016145,1,3,7,12,19,20,6,"398,955,964",8,157
2016-12-13,2016146,3,7,15,16,17,23,10,"344,859,752",8,133
2016-12-15,2016147,4,14,18,28,31,32,12,"341,474,648",5,113
2016-12-18,2016148,1,2,11,20,26,30,14,"381,634,232",10,158
2016-12-20,2016149,3,20,23,26,32,33,7,"342,258,704",5,77
2016-12-22,2016150,2,4,5,9,13,21,5,"350,741,078",22,140
2016-12-25,2016151,6,11,16,20,22,33,7,"375,311,070",11,130
2016-12-27,2016152,2,8,9,16,20,22,7,"338,973,816",17,247
2016-12-29,2016153,7,9,16,24,25,29,6,"342,438,226",5,247
2017-1-1,2017001,9,11,14,20,25,26,15,"376,155,592",9,184
2017-1-3,2017002,15,19,23,24,25,32,3,"333,473,696",4,67
2017-1-5,2017003,1,4,8,15,27,32,16,"328,263,696",3,80
2017-1-8,2017004,5,13,17,26,27,30,7,"361,243,290",18,294
2017-1-10,2017005,6,11,12,22,23,30,5,"328,457,210",14,204
2017-1-12,2017006,2,4,8,26,29,33,8,"327,823,184",4,70
2017-1-15,2017007,2,4,5,24,26,33,15,"358,098,002",7,62
2017-1-17,2017008,7,13,15,27,28,29,13,"318,368,112",10,165
2017-1-19,2017009,2,6,8,9,15,29,14,"318,286,702",9,145
2017-1-22,2017010,5,8,19,25,28,30,7,"350,388,682",30,231
2017-1-24,2017011,10,11,12,23,26,29,16,"318,019,266",11,229
2017-1-26,2017012,10,11,14,15,16,24,7,"329,120,186",9,80
2017-2-5,2017013,8,11,28,29,31,33,6,"377,878,424",10,99
2017-2-7,2017014,6,8,18,20,23,31,13,"307,538,720",5,144
2017-2-9,2017015,1,8,9,14,17,32,1,"314,977,594",4,101
2017-2-12,2017016,5,8,16,22,27,29,2,"349,767,606",12,222
2017-2-14,2017017,3,7,8,10,22,23,12,"329,086,094",5,120
2017-2-16,2017018,1,2,3,17,25,31,9,"332,385,048",5,91
2017-2-19,2017019,4,6,8,12,23,25,8,"362,828,374",4,111
2017-2-21,2017020,4,8,10,12,31,33,10,"321,450,250",4,87
2017-2-23,2017021,2,5,10,22,32,33,9,"329,896,520",16,115
2017-2-26,2017022,2,6,15,16,18,32,15,"370,988,738",4,63
2017-2-28,2017023,1,3,4,11,18,22,14,"337,872,226",3,108
2017-3-2,2017024,9,21,25,26,29,31,13,"342,020,216",6,120
2017-3-5,2017025,2,15,16,17,22,32,7,"372,684,176",11,176
2017-3-7,2017026,3,10,12,19,27,30,8,"338,217,710",30,385
2017-3-9,2017027,2,4,11,14,27,30,5,"344,767,540",3,76
2017-3-12,2017028,7,8,12,13,22,30,9,"377,657,484",9,152
2017-3-14,2017029,2,15,21,23,25,30,10,"343,011,048",4,53
2017-3-16,2017030,1,7,9,20,23,30,2,"350,487,064",5,81
2017-3-19,2017031,6,10,16,26,27,29,3,"377,406,752",30,344
2017-3-21,2017032,5,8,15,24,27,31,11,"346,410,188",63,284
2017-3-23,2017033,5,7,15,20,23,30,15,"346,477,046",12,205
2017-3-26,2017034,4,7,8,19,32,33,13,"373,962,682",8,146
2017-3-28,2017035,1,6,14,24,28,32,12,"342,022,594",16,164
2017-3-30,2017036,1,2,5,10,24,27,15,"340,257,990",4,134
2017-4-2,2017037,11,15,20,22,25,30,5,"346,434,206",7,102
2017-4-4,2017038,1,4,8,13,24,27,5,"310,673,636",5,191
2017-4-6,2017039,2,4,12,14,17,24,15,"330,405,710",1,109
2017-4-9,2017040,15,19,23,28,29,33,4,"359,413,424",13,82
2017-4-11,2017041,4,10,13,15,22,27,4,"322,450,520",21,114
2017-4-13,2017042,1,2,4,7,10,23,4,"326,995,938",8,69
2017-4-16,2017043,8,13,16,23,27,31,8,"348,879,160",4,170
2017-4-18,2017044,8,16,19,21,31,32,6,"318,935,018",15,81
2017-4-20,2017045,5,7,16,20,21,25,5,"320,562,564",4,99
2017-4-23,2017046,4,13,14,23,26,32,10,"348,845,228",6,95
2017-4-25,2017047,2,5,8,10,32,33,2,"313,845,556",6,181
2017-4-27,2017048,5,8,9,14,15,19,7,"317,465,116",11,107
2017-4-30,2017049,1,8,14,15,20,29,10,"326,777,700",7,113
2017-5-2,2017050,10,12,20,24,27,29,7,"308,163,776",5,64
2017-5-4,2017051,2,5,9,15,24,25,11,"315,667,040",10,194
2017-5-7,2017052,7,8,18,24,29,31,7,"346,847,224",5,182
2017-5-9,2017053,4,9,11,15,29,31,6,"316,559,816",6,77
2017-5-11,2017054,2,3,9,23,28,33,8,"315,730,948",2,73
2017-5-14,2017055,7,12,13,20,24,31,5,"342,200,872",20,109
2017-5-16,2017056,13,14,18,19,21,28,6,"317,424,132",8,184
2017-5-18,2017057,18,20,22,23,30,31,16,"314,697,362",9,71
2017-5-21,2017058,1,9,13,22,28,32,11,"338,794,650",8,111
2017-5-23,2017059,4,8,9,15,19,25,9,"306,145,516",26,222
2017-5-25,2017060,5,10,13,24,26,31,4,"320,553,910",4,113
2017-5-28,2017061,6,7,12,20,26,27,11,"327,891,234",22,236
2017-5-30,2017062,1,7,22,24,26,31,10,"292,747,704",2,50
2017-6-1,2017063,12,16,20,22,25,31,4,"307,572,084",4,246
2017-6-4,2017064,2,10,16,22,24,28,15,"351,655,222",5,158
2017-6-6,2017065,2,5,8,10,12,21,7,"320,800,086",14,181
2017-6-8,2017066,1,4,6,17,19,26,3,"329,821,920",8,103
2017-6-11,2017067,1,3,4,10,18,29,4,"356,270,498",10,131
2017-6-13,2017068,2,6,10,22,30,31,15,"320,912,348",7,102
2017-6-15,2017069,2,11,12,23,29,31,5,"326,172,358",3,98
2017-6-18,2017070,1,6,14,22,25,26,12,"357,559,628",4,92
2017-6-20,2017071,2,3,6,14,31,32,3,"322,489,468",4,51
2017-6-22,2017072,6,11,14,23,26,30,2,"321,195,342",11,94
2017-6-25,2017073,3,6,16,23,26,30,14,"347,269,730",9,173
2017-6-27,2017074,2,6,16,23,30,31,2,"312,167,868",16,548
2017-6-29,2017075,1,3,6,19,21,29,7,"320,592,160",7,90
2017-7-2,2017076,1,4,8,9,14,15,13,"346,391,726",7,115
2017-7-4,2017077,1,2,4,15,17,22,14,"310,153,396",4,93
2017-7-6,2017078,5,7,18,19,22,24,16,"308,678,006",7,160
2017-7-9,2017079,3,7,14,23,25,27,8,"338,568,770",5,107
2017-7-11,2017080,1,12,16,20,22,24,8,"309,113,400",10,103
2017-7-13,2017081,3,5,14,25,26,30,5,"311,169,340",4,134
2017-7-16,2017082,14,18,21,25,28,29,10,"340,327,376",9,120
2017-7-18,2017083,3,8,14,20,24,26,12,"305,712,986",13,161
2017-7-20,2017084,1,5,11,20,22,24,2,"314,750,766",9,98
2017-7-23,2017085,1,5,6,16,25,30,9,"340,676,888",7,148
2017-7-25,2017086,3,5,6,13,20,22,7,"313,250,840",5,73
2017-7-27,2017087,3,6,13,14,19,28,6,"316,090,948",13,105
2017-7-30,2017088,7,9,18,22,23,29,6,"346,380,162",10,406
2017-8-1,2017089,11,12,13,16,23,25,12,"314,842,050",2,69
2017-8-3,2017090,1,7,10,16,22,33,9,"312,174,318",4,84
2017-8-6,2017091,5,7,10,23,28,29,3,"337,138,076",4,141
2017-8-8,2017092,10,18,19,29,32,33,9,"308,876,342",4,131
2017-8-10,2017093,7,8,9,15,22,27,12,"308,248,758",39,238
2017-8-13,2017094,8,11,13,19,28,31,6,"341,689,810",9,128
2017-8-15,2017095,9,10,12,19,22,29,16,"317,203,922",14,332
2017-8-17,2017096,2,6,11,12,19,29,6,"322,973,284",14,165
2017-8-20,2017097,5,10,18,19,30,31,3,"348,913,966",10,183
2017-8-22,2017098,4,19,22,27,30,33,1,"314,009,676",14,93
2017-8-24,2017099,2,5,6,16,28,29,4,"310,565,530",27,142
2017-8-27,2017100,4,7,8,18,23,24,2,"343,590,604",16,117
2017-8-29,2017101,1,4,11,28,31,32,16,"313,219,868",2,51
2017-8-31,2017102,4,8,10,14,18,20,11,"315,963,272",14,150
2017-9-3,2017103,1,21,23,25,31,33,1,"347,478,996",9,64
2017-9-5,2017104,1,14,15,20,23,30,14,"310,263,038",2,93
2017-9-7,2017105,3,6,7,12,25,26,7,"314,223,620",29,254
2017-9-10,2017106,12,15,20,25,27,31,2,"346,574,690",4,82
2017-9-12,2017107,8,9,15,17,30,32,6,"319,335,446",19,202
2017-9-14,2017108,7,12,14,15,17,20,1,"320,774,192",6,113
2017-9-17,2017109,8,14,16,18,21,23,16,"349,302,018",4,96
2017-9-19,2017110,1,3,12,15,19,23,14,"316,936,062",3,68
2017-9-21,2017111,5,10,17,19,29,32,12,"317,976,914",16,99
2017-9-24,2017112,3,10,14,16,22,23,11,"346,255,520",2,76
2017-9-26,2017113,4,6,16,27,29,33,5,"316,223,542",4,75
2017-9-28,2017114,6,12,13,15,18,26,13,"321,554,260",4,89
2017-10-1,2017115,4,10,11,25,30,31,1,"322,048,056",6,128
2017-10-3,2017116,2,14,20,22,30,32,2,"270,066,216",9,85
2017-10-5,2017117,1,2,8,11,14,21,9,"277,103,412",3,53
2017-10-8,2017118,8,9,15,22,30,33,16,"339,910,326",12,123
2017-10-10,2017119,9,16,21,25,26,31,14,"311,293,858",11,127
2017-10-12,2017120,8,10,15,19,23,28,16,"319,254,526",5,192
2017-10-15,2017121,11,18,19,22,24,32,7,"344,520,506",5,136
2017-10-17,2017122,11,20,21,22,24,27,15,"323,216,212",4,52
2017-10-19,2017123,4,5,6,11,21,31,10,"327,467,830",16,237
2017-10-22,2017124,2,6,11,26,28,29,3,"352,610,564",8,126
2017-10-24,2017125,1,14,23,25,29,30,3,"324,821,104",6,133
2017-10-26,2017126,1,16,17,21,27,30,16,"328,800,104",8,63
2017-10-29,2017127,14,15,21,24,27,32,12,"351,381,232",4,63
2017-10-31,2017128,2,6,13,22,29,31,8,"323,872,230",13,111
2017-11-2,2017129,5,6,9,14,21,33,2,"334,351,058",3,116
2017-11-5,2017130,5,13,14,23,25,31,2,"401,382,016",5,211
2017-11-7,2017131,1,7,10,11,26,27,11,"367,788,616",25,131
2017-11-9,2017132,2,3,5,9,13,28,11,"377,852,842",6,139
2017-11-12,2017133,6,15,17,18,23,30,11,"400,247,724",7,223
2017-11-14,2017134,4,5,11,14,28,32,4,"365,781,644",13,99
2017-11-16,2017135,1,6,7,14,18,26,16,"378,825,098",8,147
2017-11-19,2017136,3,7,10,18,21,24,12,"401,556,928",19,216
2017-11-21,2017137,5,10,20,23,26,31,3,"376,184,186",7,146
2017-11-23,2017138,1,17,24,28,32,33,2,"377,937,674",6,79
2017-11-26,2017139,2,14,20,24,28,32,16,"409,744,564",6,92
2017-11-28,2017140,21,22,25,28,29,30,8,"376,479,116",16,83
2017-11-30,2017141,1,6,7,11,13,15,5,"374,075,240",4,78
2017-12-3,2017142,8,13,14,18,23,33,6,"417,715,258",6,149
2017-12-5,2017143,4,6,9,14,20,29,14,"383,967,718",13,164
2017-12-7,2017144,3,14,16,20,31,32,9,"394,649,686",8,54
2017-12-10,2017145,2,6,12,17,25,28,12,"434,698,744",31,458
2017-12-12,2017146,1,19,25,26,27,33,10,"409,358,700",21,252
2017-12-14,2017147,3,7,20,21,25,31,14,"397,012,632",3,131
2017-12-17,2017148,4,7,11,14,29,32,12,"419,003,890",18,274
2017-12-19,2017149,5,8,15,20,27,30,13,"389,703,152",67,1126
2017-12-21,2017150,6,14,19,20,21,23,8,"382,821,120",9,82
2017-12-24,2017151,2,5,7,9,11,27,16,"410,102,286",6,171
2017-12-26,2017152,6,10,23,25,26,29,5,"367,326,916",8,129
2017-12-28,2017153,7,11,12,13,18,19,16,"372,349,292",4,165
2017-12-31,2017154,5,9,13,15,18,26,5,"414,241,024",11,141
2018-1-2,2018001,1,8,11,26,28,31,4,"367,348,082",22,191
2018-1-4,2018002,7,18,24,29,31,33,16,"351,610,618",3,94
2018-1-7,2018003,1,14,16,17,20,31,4,"388,121,442",5,167
2018-1-9,2018004,14,18,19,26,30,31,11,"349,304,820",13,55
2018-1-11,2018005,2,20,21,28,31,33,6,"354,961,030",1,68
2018-1-14,2018006,2,7,8,9,17,29,11,"387,617,618",11,172
2018-1-16,2018007,13,14,20,25,27,31,12,"354,279,554",8,132
2018-1-18,2018008,5,9,10,12,17,19,13,"359,785,672",11,144
2018-1-21,2018009,5,10,17,23,26,32,7,"384,256,808",17,221
2018-1-23,2018010,1,8,17,20,21,22,3,"351,327,690",6,71
2018-1-25,2018011,3,10,21,23,27,33,11,"336,871,794",8,138
2018-1-28,2018012,11,12,13,19,26,28,12,"367,108,128",8,129
2018-1-30,2018013,6,8,13,15,22,33,6,"338,322,260",9,99
2018-2-1,2018014,9,12,20,24,28,31,7,"341,965,074",17,103
2018-2-4,2018015,11,15,20,21,26,33,15,"372,995,620",6,172
2018-2-6,2018016,1,11,12,18,25,27,16,"338,462,386",4,98
2018-2-8,2018017,3,6,11,26,30,32,12,"341,808,336",5,68
2018-2-11,2018018,2,12,13,18,25,27,7,"364,855,490",12,214
2018-2-13,2018019,3,11,12,16,21,23,9,"353,382,992",8,80
2018-2-22,2018020,6,9,10,14,28,30,5,"322,991,340",33,212
2018-2-25,2018021,3,4,6,11,23,28,14,"364,661,036",3,216
2018-2-27,2018022,7,14,19,21,22,23,3,"333,617,132",6,111
2018-3-1,2018023,12,15,16,21,26,29,16,"339,395,846",3,159
2018-3-4,2018024,11,19,22,26,31,32,2,"373,443,496",9,81
2018-3-6,2018025,4,13,16,19,21,25,14,"341,614,936",1,83
2018-3-8,2018026,4,7,12,14,26,32,4,"341,958,742",6,75
2018-3-11,2018027,2,7,9,14,18,28,5,"386,579,026",6,144
2018-3-13,2018028,3,8,11,14,18,23,16,"352,015,830",7,220
2018-3-15,2018029,1,2,9,14,22,25,5,"349,939,456",5,85
2018-3-18,2018030,13,14,20,21,25,33,7,"388,492,136",1,98
2018-3-20,2018031,2,16,18,19,27,30,14,"345,048,756",3,116
2018-3-22,2018032,21,22,23,24,25,32,6,"351,194,914",3,127
2018-3-25,2018033,4,19,20,22,28,33,6,"376,360,408",3,88
2018-3-27,2018034,1,5,11,22,23,26,15,"348,544,506",8,122
2018-3-29,2018035,7,10,11,17,23,28,15,"350,309,396",6,289
2018-4-1,2018036,8,17,24,26,28,33,4,"375,931,002",4,117
2018-4-3,2018037,1,6,7,8,27,30,10,"336,334,062",12,137
2018-4-5,2018038,15,23,24,25,28,29,9,"303,245,456",5,75
2018-4-8,2018039,8,12,18,19,23,32,3,"368,394,896",6,168
2018-4-10,2018040,1,3,8,13,18,23,16,"341,719,534",11,283
2018-4-12,2018041,7,8,20,23,24,32,13,"342,614,774",4,64
2018-4-15,2018042,6,10,21,28,29,31,12,"373,384,922",14,163
2018-4-17,2018043,1,4,6,8,21,24,7,"350,595,736",6,93
2018-4-19,2018044,5,9,12,17,27,30,6,"351,490,126",22,643
2018-4-22,2018045,3,4,6,25,26,30,1,"381,384,846",3,82
2018-4-24,2018046,10,13,14,18,20,31,3,"341,414,200",2,100
2018-4-26,2018047,6,7,12,16,22,25,7,"340,211,348",9,102
2018-4-29,2018048,1,12,20,25,30,31,2,"347,082,070",4,76
2018-5-1,2018049,1,3,4,11,19,23,2,"308,606,382",7,88
2018-5-3,2018050,1,2,4,10,18,19,7,"332,612,986",7,146
2018-5-6,2018051,5,7,20,23,27,31,4,"362,286,900",5,146
2018-5-8,2018052,3,5,6,9,15,32,14,"335,132,016",4,104
2018-5-10,2018053,1,4,10,11,14,27,6,"336,743,448",8,104
2018-5-13,2018054,4,6,18,22,25,33,16,"364,343,470",4,86
2018-5-15,2018055,7,9,10,12,22,26,7,"328,077,816",39,131
2018-5-17,2018056,1,3,6,20,21,26,1,"332,042,280",7,187
2018-5-20,2018057,5,15,17,19,20,30,13,"360,079,018",9,193
2018-5-22,2018058,7,12,13,16,26,31,7,"328,678,478",11,120
2018-5-24,2018059,4,6,8,13,22,32,11,"335,528,070",5,69
2018-5-27,2018060,4,8,13,25,30,31,10,"364,451,892",5,111
2018-5-29,2018061,9,10,11,12,18,23,7,"332,550,974",15,213
2018-5-31,2018062,2,18,19,24,25,33,11,"326,938,646",6,109
2018-6-3,2018063,5,6,10,16,20,25,12,"358,387,608",27,315
2018-6-5,2018064,2,5,10,11,17,21,5,"329,557,586",12,149
2018-6-7,2018065,1,4,6,14,28,33,1,"329,937,636",6,123
2018-6-10,2018066,9,16,17,19,22,26,10,"357,968,382",10,195
2018-6-12,2018067,1,4,9,12,15,18,5,"324,647,042",8,122
2018-6-14,2018068,8,10,17,20,27,30,1,"332,649,368",3,225
2018-6-17,2018069,6,13,17,19,23,31,12,"355,213,336",5,126
2018-6-19,2018070,4,9,15,16,19,27,10,"339,461,364",13,138
2018-6-21,2018071,2,5,6,13,16,19,3,"348,880,396",9,110
2018-6-24,2018072,11,16,19,22,25,30,8,"372,281,494",19,101
2018-6-26,2018073,2,9,14,15,16,23,10,"329,645,754",8,104
2018-6-28,2018074,9,11,14,20,27,30,9,"327,800,026",9,120
2018-7-1,2018075,7,9,12,13,22,24,11,"356,378,720",17,120
2018-7-3,2018076,3,7,8,15,29,30,13,"327,873,252",22,363
2018-7-5,2018077,2,5,9,15,20,24,10,"327,832,004",7,109
2018-7-8,2018078,3,10,14,17,18,30,12,"358,569,878",6,204
2018-7-10,2018079,14,15,17,22,24,29,13,"327,442,428",2,77
2018-7-12,2018080,4,7,13,20,29,33,3,"325,310,442",6,128
2018-7-15,2018081,1,2,12,16,20,26,3,"349,698,540",5,154
2018-7-17,2018082,6,12,14,20,22,24,9,"319,081,284",8,140
2018-7-19,2018083,4,9,18,21,32,33,3,"323,565,026",11,126
2018-7-22,2018084,5,6,8,12,22,24,3,"347,865,554",13,249
2018-7-24,2018085,4,10,25,26,30,33,6,"322,576,362",8,88
2018-7-26,2018086,2,7,17,21,23,26,16,"322,631,262",18,109
2018-7-29,2018087,1,5,10,16,18,31,3,"348,603,358",3,74
2018-7-31,2018088,3,5,12,29,30,32,14,"315,199,378",8,69
2018-8-2,2018089,6,9,12,14,18,27,14,"312,432,712",5,172
2018-8-5,2018090,1,2,4,10,14,23,7,"340,370,390",12,85
2018-8-7,2018091,6,11,13,17,25,32,7,"315,853,082",4,81
2018-8-9,2018092,6,10,16,19,24,33,16,"318,819,890",1,95
2018-8-12,2018093,4,18,20,21,29,33,7,"341,609,166",3,78
2018-8-14,2018094,4,7,16,20,24,30,5,"314,204,036",0,148
2018-8-16,2018095,10,11,12,21,26,33,9,"320,539,494",4,87
2018-8-19,2018096,1,5,9,20,28,32,12,"338,691,852",23,150
2018-8-21,2018097,1,2,17,20,25,28,13,"313,501,772",1,38
2018-8-23,2018098,6,10,11,20,29,32,13,"314,746,902",9,125
2018-8-26,2018099,3,7,8,14,25,32,6,"339,383,254",12,242
2018-8-28,2018100,2,11,14,15,29,33,2,"309,533,260",3,91
2018-8-30,2018101,1,3,14,26,29,33,9,"308,676,480",5,70
2018-9-2,2018102,2,6,11,19,21,28,5,"340,812,198",4,163
2018-9-4,2018103,2,9,15,22,23,24,16,"314,574,584",7,111
2018-9-6,2018104,2,3,6,19,25,29,1,"312,637,426",5,158
2018-9-9,2018105,4,5,13,18,19,25,1,"343,324,268",17,150
2018-9-11,2018106,4,18,19,24,25,26,10,"312,096,980",4,125
2018-9-13,2018107,1,2,5,12,20,22,1,"317,508,712",6,139
2018-9-16,2018108,5,13,18,21,26,30,2,"322,147,946",22,179
2018-9-18,2018109,10,11,18,23,31,33,15,"306,989,720",4,69
2018-9-20,2018110,11,13,16,21,22,23,2,"307,066,624",2,66
2018-9-23,2018111,1,7,14,24,25,28,8,"320,180,512",11,143
2018-9-25,2018112,5,8,18,25,26,31,4,"302,328,982",11,154
2018-9-27,2018113,1,6,9,16,25,26,9,"314,160,394",11,208
2018-9-30,2018114,1,7,15,16,20,27,14,"336,072,030",6,203
2018-10-2,2018115,1,13,19,24,26,29,11,"273,986,534",1,52
